order_item_id,order_id,product_id,quantity,unit_price
118,209,1,2,1420.91
119,261,115,1,167.94
120,398,88,1,599.99
121,467,119,5,480.15
122,404,114,5,203.29
123,558,38,2,1045.25
124,577,91,1,418.03
125,423,26,1,523.85
126,223,57,5,144.63
127,360,29,4,751.97
128,256,59,4,245.67
129,378,105,2,653.81
130,488,53,4,223.58
131,222,12,1,1431.24
132,304,39,4,226.02
133,28,95,3,787.61
134,442,63,2,303.5
135,294,68,4,123.78
136,276,52,4,311.44
137,320,36,3,91.61
138,130,72,1,217.7
139,359,76,1,745.29
140,448,108,5,981.21
141,210,75,2,140.14
142,79,120,2,667.12
143,233,100,4,876.06
144,120,10,2,359.0
145,225,48,2,564.4
146,377,47,4,117.03
147,69,1,3,338.0
148,449,22,4,705.46
149,135,92,1,1485.76
150,537,43,3,1494.43
151,440,18,3,1469.64
152,164,35,4,640.4
153,338,33,1,130.21
154,67,21,1,492.12
155,60,13,4,364.19
156,574,92,4,31.05
157,482,99,5,151.9
158,93,60,2,685.26
159,170,74,5,516.1
160,119,111,2,278.73
161,238,102,4,1076.99
162,175,4,1,542.1
163,197,115,5,1279.28
164,318,9,2,369.06
165,114,4,5,812.21
166,530,49,2,284.37
167,437,90,4,748.0
168,457,10,3,237.18
169,102,36,1,250.75
170,425,32,1,922.21
171,502,48,4,403.04
172,106,119,1,266.83
173,451,40,2,1395.35
174,215,26,3,74.07
175,473,15,2,852.07
176,288,24,1,826.91
177,482,16,4,383.41
178,89,69,4,684.63
179,234,51,4,140.73
180,165,60,5,1084.69
181,150,100,1,340.33
182,185,70,3,298.14
183,230,19,2,479.17
184,77,46,5,1354.53
185,425,38,3,1196.74
186,331,100,1,1420.87
187,498,37,4,981.42
188,424,17,1,997.75
189,90,89,2,725.25
190,42,52,4,1358.73
191,254,12,3,771.21
192,289,83,4,539.04
193,145,26,3,964.16
194,470,105,5,823.75
195,349,100,3,194.79
196,449,45,1,595.16
197,66,67,1,476.85
198,490,69,4,1271.78
199,124,79,1,574.48
200,269,9,2,1234.12
201,264,39,1,669.16
202,493,21,2,1132.72
203,167,84,3,211.57
204,145,9,1,1387.73
205,204,63,3,726.03
206,217,88,5,397.1
207,110,114,1,369.82
208,106,35,1,404.97
209,139,1,2,556.42
210,281,87,5,1079.1
211,207,1,3,1424.91
212,236,8,4,1006.87
213,432,119,1,825.28
214,145,104,4,678.41
215,546,85,1,1244.01
216,452,101,4,1275.99
217,105,10,1,446.63
218,189,11,5,1430.6
219,111,37,2,598.72
220,164,3,1,1202.12
221,220,107,2,1450.56
222,79,7,1,1058.45
223,9,66,1,250.71
224,264,103,3,883.34
225,421,89,2,186.98
226,182,29,2,1185.82
227,517,57,5,429.16
228,222,66,1,1045.87
229,541,93,2,1366.03
230,142,52,1,279.7
231,324,35,3,595.36
232,458,96,2,974.21
233,36,107,1,635.29
234,559,59,1,270.48
235,219,4,5,53.32
236,299,61,1,615.83
237,378,107,4,977.32
238,386,119,5,865.24
239,15,49,3,242.8
240,521,19,2,681.53
241,375,69,4,560.51
242,600,100,5,418.56
243,283,114,1,1096.61
244,369,7,5,471.38
245,265,35,5,814.81
246,534,58,1,1385.6
247,500,12,1,813.52
248,546,107,4,929.36
249,303,14,1,119.14
250,475,80,4,275.42
251,216,111,1,160.42
252,277,83,4,1149.57
253,457,92,2,1255.52
254,49,32,1,287.82
255,427,100,1,336.71
256,10,51,1,491.58
257,349,8,3,890.71
258,287,44,1,936.48
259,282,42,5,1033.26
260,297,63,4,1358.74
261,296,32,2,449.61
262,245,56,5,991.55
263,271,52,4,843.99
264,341,40,4,465.7
265,459,84,1,1362.05
266,332,37,4,152.27
267,386,92,3,1070.88
268,502,31,5,1094.53
269,594,104,3,1373.84
270,66,44,4,782.69
271,428,5,2,489.22
272,136,18,1,1243.33
273,119,97,1,1158.51
274,476,105,5,755.47
275,42,26,4,1154.11
276,509,73,2,409.13
277,463,69,4,888.36
278,597,17,1,1299.12
279,401,55,1,483.8
280,524,84,3,730.49
281,72,117,4,1427.06
282,534,102,5,1199.34
283,97,12,4,1331.69
284,189,29,2,584.02
285,77,53,5,1494.79
286,241,19,3,237.32
287,450,69,5,782.97
288,161,2,1,724.12
289,494,14,1,1199.66
290,364,6,1,1363.84
291,378,36,5,1099.4
292,564,92,1,943.96
293,260,22,5,646.87
294,207,119,4,770.39
295,597,33,1,768.86
296,335,6,5,40.35
297,369,41,1,759.54
298,178,90,1,1285.4
299,130,13,3,1066.82
300,102,9,2,1195.61
301,135,102,2,591.82
302,118,72,1,798.17
303,449,42,4,59.89
304,35,91,1,580.67
305,378,102,2,716.88
306,570,44,3,390.26
307,460,68,3,56.55
308,242,2,4,1038.71
309,36,37,2,658.28
310,501,72,4,629.36
311,2,24,4,382.48
312,409,119,2,811.37
313,403,117,2,662.66
314,116,31,3,716.24
315,444,48,3,875.5
316,106,23,1,19.42
317,136,61,3,1362.47
318,488,15,1,115.92
319,588,47,3,681.88
320,159,67,5,318.99
321,553,74,3,790.44
322,548,72,4,427.54
323,462,27,2,1291.41
324,85,96,5,600.58
325,180,84,5,961.75
326,407,91,5,380.83
327,600,57,4,38.92
328,489,108,4,612.19
329,253,47,3,809.36
330,142,97,5,694.73
331,577,25,5,1443.4
332,166,30,3,1063.19
333,206,64,1,1493.55
334,579,67,1,449.64
335,337,90,2,1185.69
336,159,36,1,837.78
337,4,105,2,921.52
338,258,40,1,1478.92
339,592,65,5,984.44
340,260,112,1,1349.24
341,420,65,4,1091.37
342,152,82,2,199.81
343,466,110,1,1052.14
344,466,117,4,731.63
345,365,60,5,1379.01
346,464,51,4,1212.18
347,348,24,5,165.16
348,227,65,3,209.53
349,443,111,4,113.72
350,502,59,1,744.93
351,505,42,5,130.35
352,128,13,4,1088.28
353,406,47,2,833.01
354,3,29,2,1255.47
355,344,118,4,426.9
356,343,64,1,783.52
357,219,17,5,185.04
358,597,9,2,1328.07
359,530,103,1,270.76
360,24,112,2,162.52
361,126,92,5,315.53
362,125,15,2,1211.28
363,539,12,3,167.66
364,312,24,5,925.5
365,438,91,1,1121.81
366,486,92,4,1129.11
367,461,101,2,293.19
368,54,12,4,101.82
369,85,19,1,678.72
370,238,109,1,311.7
371,204,112,4,1051.91
372,449,88,5,541.47
373,94,13,5,679.54
374,223,9,4,179.09
375,142,7,3,855.65
376,114,84,1,286.43
377,104,102,2,1021.69
378,118,76,4,116.04
379,339,32,2,1464.08
380,247,91,3,1029.95
381,262,8,1,280.78
382,288,100,3,31.0
383,445,108,2,508.35
384,518,87,1,237.69
385,316,106,1,335.43
386,386,71,3,1310.4
387,444,57,2,908.77
388,415,39,1,272.92
389,81,111,3,839.42
390,590,84,1,391.11
391,99,23,1,1464.54
392,248,115,1,58.81
393,392,8,3,1101.15
394,243,71,5,1161.77
395,146,23,2,110.07
396,555,80,2,266.09
397,43,50,2,582.62
398,148,53,2,1303.55
399,596,81,4,810.13
400,438,91,2,986.41
401,53,46,4,1176.69
402,453,120,5,1243.9
403,582,60,5,719.66
404,59,20,3,768.1
405,249,1,4,1079.83
406,281,25,5,402.38
407,79,83,4,1283.19
408,121,65,2,40.97
409,105,41,1,301.7
410,112,58,1,1202.3
411,243,101,5,516.98
412,279,69,3,233.25
413,143,7,2,288.26
414,174,6,2,800.83
415,116,58,2,1270.81
416,478,49,5,115.27
417,128,103,4,55.42
418,545,70,5,703.1
419,324,91,2,1434.72
420,482,71,3,425.72
421,382,42,1,1439.16
422,160,79,5,1332.64
423,361,75,3,431.87
424,165,87,3,1227.25
425,72,23,3,1031.94
426,153,77,2,772.62
427,166,35,5,640.15
428,82,95,3,1225.1
429,15,96,4,1191.69
430,567,75,1,1137.84
431,309,114,2,1497.4
432,242,65,5,722.98
433,558,4,1,1212.32
434,135,73,1,1295.09
435,242,94,5,325.29
436,509,13,2,72.68
437,380,13,2,613.08
438,240,33,3,1286.54
439,154,102,1,440.76
440,22,64,1,1053.02
441,52,118,1,20.95
442,98,105,1,539.49
443,472,67,1,927.12
444,384,82,4,203.34
445,261,40,2,1345.94
446,470,11,1,242.85
447,97,48,1,1365.59
448,127,72,3,332.42
449,236,22,5,1491.48
450,551,27,2,911.08
451,369,2,1,135.67
452,511,89,2,107.26
453,149,108,3,121.63
454,510,100,1,888.94
455,44,46,5,1216.27
456,137,72,4,610.41
457,314,116,2,672.81
458,31,71,5,888.04
459,515,36,2,804.23
460,521,41,1,1035.21
461,325,88,5,712.96
462,184,54,5,1073.65
463,60,101,2,1495.99
464,372,104,3,531.94
465,323,5,1,28.2
466,456,87,4,197.18
467,362,45,4,834.74
468,77,63,4,522.94
469,74,32,3,1410.57
470,469,45,4,944.89
471,96,40,3,785.33
472,564,7,5,1199.08
473,64,94,1,395.3
474,438,18,3,1231.41
475,586,46,3,14.56
476,265,24,3,933.32
477,35,20,1,1402.79
478,527,45,2,1183.91
479,113,111,5,1281.91
480,317,114,1,601.46
481,591,46,4,1238.12
482,447,61,4,830.74
483,28,119,3,931.62
484,493,29,1,97.78
485,97,114,1,310.31
486,450,13,2,830.94
487,373,28,1,97.61
488,173,41,1,1114.76
489,255,5,1,1261.68
490,71,98,1,1381.34
491,593,103,5,161.64
492,144,47,4,1410.18
493,186,101,1,110.75
494,302,93,4,716.34
495,404,97,1,1261.97
496,304,97,3,114.76
497,304,69,1,37.16
498,350,14,1,47.17
499,515,111,1,771.79
500,238,74,3,1219.28
501,500,109,3,199.87
502,473,116,2,195.67
503,577,23,4,857.13
504,548,49,4,359.1
505,479,24,4,1098.02
506,149,7,3,1424.96
507,465,116,3,1151.39
508,442,111,3,1316.99
509,174,112,2,784.18
510,407,107,3,1250.16
511,152,78,1,282.53
512,314,63,5,111.84
513,479,119,2,987.37
514,114,67,4,87.41
515,203,78,5,1339.8
516,478,26,3,1040.42
517,273,90,5,1428.78
518,577,99,3,477.69
519,5,82,1,734.38
520,434,60,1,1115.12
521,489,24,1,371.74
522,551,5,5,817.35
523,95,76,3,992.61
524,591,82,2,1468.42
525,236,93,3,1119.61
526,212,115,2,186.01
527,214,60,5,718.25
528,383,100,5,887.27
529,396,86,1,228.47
530,285,34,4,653.63
531,43,102,2,433.17
532,592,7,1,187.05
533,134,72,5,772.94
534,57,113,1,256.79
535,359,80,2,889.9
536,248,113,1,262.85
537,370,7,3,1088.16
538,526,64,3,300.91
539,59,94,2,1345.46
540,171,78,1,49.05
541,310,106,1,787.78
542,473,56,5,486.96
543,361,82,5,345.36
544,230,51,5,712.69
545,367,105,3,1264.61
546,588,15,3,1373.76
547,289,31,4,461.84
548,531,12,4,239.82
549,468,85,3,1083.01
550,181,28,2,877.18
551,150,39,3,309.51
552,463,101,1,1142.84
553,125,44,1,783.21
554,203,18,4,983.56
555,142,3,5,545.42
556,364,28,1,664.26
557,177,110,1,278.71
558,396,66,1,1137.21
559,561,120,4,243.95
560,498,26,2,1169.67
561,569,43,2,1199.03
562,15,20,1,1122.44
563,274,48,5,38.94
564,133,68,3,416.97
565,551,97,4,707.82
566,428,45,4,897.36
567,193,93,1,1379.64
568,339,76,5,569.65
569,364,36,3,1313.78
570,298,110,4,253.51
571,285,53,2,563.21
572,34,19,5,87.9
573,272,116,5,1116.31
574,209,110,3,234.47
575,491,6,1,392.96
576,520,109,5,1165.1
577,451,114,5,806.73
578,19,100,3,30.82
579,505,31,3,13.33
580,238,76,2,770.88
581,250,65,1,464.38
582,568,75,5,278.66
583,521,74,3,924.25
584,31,77,2,350.37
585,216,62,4,892.39
586,450,83,1,575.11
587,324,64,1,288.25
588,155,2,2,215.78
589,315,5,3,362.92
590,520,115,2,54.45
591,134,110,1,469.11
592,448,71,2,1353.91
593,441,21,2,1248.73
594,532,94,3,564.29
595,179,18,3,867.99
596,130,46,5,855.37
597,329,40,5,1244.82
598,319,2,2,362.07
599,246,97,5,451.62
600,468,62,3,459.66
601,480,38,1,70.9
602,148,61,2,478.88
603,478,1,4,1318.09
604,139,53,5,1368.86
605,245,63,2,173.36
606,17,41,1,692.51
607,205,100,1,578.21
608,576,30,1,739.15
609,266,17,4,836.53
610,427,64,3,40.19
611,65,107,3,1264.94
612,382,46,4,1460.76
613,223,6,5,983.57
614,447,117,4,994.07
615,557,54,1,796.69
616,319,21,3,508.07
617,62,74,5,231.98
618,286,39,4,880.25
619,74,113,2,76.96
620,270,36,2,1238.51
621,37,67,5,637.16
622,385,66,1,627.98
623,187,30,3,497.48
624,121,60,1,1454.34
625,11,14,5,270.63
626,533,78,1,235.45
627,503,91,1,256.64
628,488,115,2,991.21
629,35,40,2,1487.92
630,210,35,3,360.86
631,583,66,2,1359.37
632,348,84,2,425.14
633,78,120,3,975.37
634,85,4,3,70.34
635,158,29,5,748.52
636,584,32,3,985.31
637,102,31,3,809.12
638,542,56,4,364.37
639,407,105,1,1244.46
640,554,4,4,1455.5
641,496,98,5,694.2
642,200,75,2,957.52
643,497,74,1,1187.72
644,102,82,2,369.82
645,175,14,2,1298.03
646,128,90,3,427.5
647,80,30,5,1165.99
648,55,62,3,177.03
649,113,82,1,439.7
650,73,73,2,805.09
651,229,39,4,792.13
652,43,48,2,1277.14
653,37,58,3,1494.23
654,594,5,4,169.74
655,53,88,2,414.37
656,45,12,4,542.82
657,19,56,2,723.59
658,80,79,1,745.93
659,317,10,2,1285.73
660,497,120,3,1158.13
661,441,46,1,38.09
662,349,2,5,687.98
663,52,80,3,930.93
664,465,67,1,695.99
665,23,77,5,204.66
666,379,91,5,602.24
667,246,58,1,623.37
668,530,100,1,289.7
669,185,45,2,1136.9
670,384,66,3,488.89
671,264,20,4,887.59
672,314,75,3,778.44
673,564,32,4,1317.37
674,428,84,1,191.8
675,249,97,4,180.25
676,269,104,5,457.48
677,423,112,3,652.51
678,208,15,3,454.83
679,101,17,2,1147.15
680,281,112,5,375.45
681,41,46,1,136.31
682,102,4,2,626.56
683,253,35,1,1162.34
684,478,101,5,1277.34
685,469,43,3,1102.68
686,157,10,5,841.25
687,254,87,4,1089.05
688,93,24,3,1025.27
689,454,43,3,359.21
690,148,1,2,830.63
691,480,73,3,1158.21
692,506,54,4,482.51
693,414,105,5,984.42
694,199,41,3,727.41
695,572,25,5,759.71
696,412,20,5,144.18
697,388,25,3,1002.66
698,514,55,3,1299.87
699,529,11,1,220.73
700,47,49,2,555.5
701,529,103,5,82.51
702,460,93,1,54.15
703,124,77,2,1484.59
704,185,108,4,745.27
705,452,94,2,539.72
706,130,79,5,419.57
707,272,104,4,1470.22
708,414,15,1,385.85
709,391,99,2,1091.31
710,546,36,4,432.8
711,67,88,5,115.03
712,178,110,5,1028.08
713,591,60,5,12.43
714,342,11,1,1016.87
715,150,45,4,383.06
716,174,49,1,1121.7
717,204,113,1,1156.93
718,333,114,4,1088.92
719,171,69,3,46.48
720,374,115,4,1058.57
721,268,53,5,1485.32
722,367,50,1,371.51
723,94,101,3,418.62
724,375,81,5,1222.15
725,555,63,3,248.99
726,82,55,3,994.27
727,197,85,3,1134.99
728,417,91,5,65.37
729,371,59,1,835.11
730,405,4,5,868.06
731,336,13,5,462.13
732,410,18,5,1315.75
733,366,56,3,252.5
734,45,74,3,552.65
735,451,97,2,1274.52
736,269,28,2,294.06
737,31,95,5,1233.85
738,246,80,3,127.81
739,262,7,4,738.95
740,53,43,1,122.24
741,598,37,4,1020.08
742,134,107,4,1188.0
743,199,111,5,1276.29
744,265,99,1,1472.08
745,500,64,3,1011.3
746,446,60,3,1155.9
747,463,38,3,763.58
748,143,93,1,1369.98
749,508,11,3,969.2
750,498,33,2,1326.49
751,279,17,4,360.82
752,328,60,2,750.14
753,23,36,3,1097.43
754,457,24,4,312.06
755,577,46,1,324.9
756,284,104,4,1467.28
757,325,67,4,657.57
758,300,99,1,280.91
759,50,110,1,503.88
760,372,109,5,602.09
761,433,43,2,938.4
762,557,106,5,1385.29
763,558,110,3,1480.02
764,296,116,2,981.03
765,576,43,2,1052.88
766,318,28,4,489.53
767,386,71,1,1287.17
768,362,112,3,334.52
769,600,109,2,168.51
770,443,69,1,1460.15
771,73,18,2,1297.57
772,44,51,3,462.43
773,246,86,4,1016.0
774,310,68,1,705.86
775,402,42,5,491.46
776,289,42,5,437.29
777,309,8,4,212.68
778,554,35,5,828.48
779,201,81,3,675.43
780,297,29,5,773.16
781,335,120,4,330.88
782,281,10,3,1408.53
783,581,71,1,961.5
784,578,60,3,1350.4
785,308,100,5,172.81
786,271,107,5,938.05
787,354,66,3,1275.7
788,109,76,2,503.07
789,256,84,4,300.76
790,131,63,1,404.88
791,87,23,1,416.67
792,58,52,3,676.33
793,353,29,5,495.69
794,1,56,2,414.2
795,388,74,3,976.28
796,260,26,2,89.02
797,220,30,3,517.14
798,462,99,1,1037.73
799,324,46,3,272.02
800,441,24,3,339.18
801,426,86,2,308.99
802,20,86,2,11.38
803,130,100,4,715.91
804,342,92,1,68.05
805,586,120,1,416.68
806,93,69,1,1492.26
807,64,35,5,1378.41
808,565,104,2,330.46
809,581,32,1,471.9
810,101,35,5,700.92
811,242,100,1,1268.18
812,376,106,2,1205.94
813,118,41,1,198.1
814,196,88,4,195.43
815,238,111,4,630.93
816,385,96,4,1306.44
817,185,1,2,1324.31
818,248,80,2,169.98
819,174,21,5,865.7
820,456,102,5,241.96
821,92,9,1,1032.33
822,139,120,4,1375.49
823,150,22,5,687.61
824,544,51,3,133.79
825,567,29,4,873.09
826,301,98,1,618.69
827,94,48,1,1218.24
828,454,90,1,517.11
829,296,9,1,1313.6
830,510,55,5,417.81
831,216,110,4,244.7
832,600,112,4,466.66
833,485,26,2,62.02
834,135,48,5,429.06
835,436,50,1,993.58
836,173,68,5,222.0
837,210,65,1,175.93
838,151,13,1,207.25
839,410,92,1,125.55
840,158,28,4,1313.21
841,384,38,2,1416.73
842,350,101,3,79.38
843,451,83,3,1142.51
844,597,48,4,1108.36
845,6,110,2,1495.4
846,595,48,1,528.33
847,66,68,2,435.41
848,317,30,2,685.09
849,205,22,4,1286.3
850,384,59,4,1095.6
851,434,68,1,712.72
852,516,97,4,374.4
853,242,47,1,1093.25
854,560,108,4,1283.25
855,194,73,2,605.93
856,123,9,2,1006.19
857,228,89,3,606.32
858,318,69,2,722.96
859,401,47,4,792.12
860,500,57,5,1165.83
861,135,37,5,1466.48
862,182,74,3,672.11
863,564,69,3,520.05
864,264,54,3,566.65
865,145,35,4,209.49
866,592,48,3,452.44
867,270,60,3,138.81
868,592,57,3,647.56
869,552,38,2,259.36
870,544,70,3,526.15
871,350,28,4,1192.43
872,480,61,3,376.43
873,577,15,5,921.72
874,162,57,5,1352.76
875,23,95,3,854.72
876,193,99,5,298.75
877,383,84,1,523.7
878,329,90,5,889.65
879,49,8,2,764.85
880,337,41,3,231.44
881,105,79,2,675.73
882,304,97,3,819.17
883,346,70,2,408.33
884,383,103,4,922.54
885,248,33,1,114.54
886,245,19,5,511.54
887,408,11,5,1208.37
888,450,70,3,396.33
889,485,80,3,911.71
890,201,35,4,620.94
891,255,95,1,481.53
892,199,89,4,1375.04
893,317,44,2,521.46
894,77,29,4,362.65
895,259,90,2,1364.86
896,114,81,4,1121.46
897,320,21,4,1025.88
898,511,31,2,83.81
899,592,59,4,205.5
900,268,62,3,961.13
901,34,20,2,322.05
902,137,114,3,346.2
903,63,47,5,1170.92
904,456,46,1,436.03
905,591,8,5,116.67
906,333,106,5,64.28
907,107,29,3,670.34
908,13,119,4,929.52
909,586,60,2,1304.64
910,190,105,1,175.1
911,68,22,3,303.04
912,107,20,5,799.4
913,154,97,2,552.52
914,394,99,4,728.98
915,536,66,4,1386.95
916,166,4,4,821.89
917,413,114,2,628.53
918,39,48,2,1484.27
919,7,113,3,107.17
920,33,105,5,1398.85
921,554,103,5,757.48
922,350,83,3,760.6
923,484,81,5,1383.73
924,14,64,3,765.91
925,14,3,2,663.23
926,510,47,1,416.01
927,62,88,4,991.64
928,94,98,4,858.77
929,312,68,5,329.37
930,364,86,4,1067.03
931,138,3,1,969.69
932,267,57,3,602.03
933,405,61,4,16.56
934,266,108,3,675.41
935,230,38,3,19.03
936,44,28,5,121.75
937,272,43,4,651.61
938,482,21,4,132.06
939,377,68,3,420.74
940,536,78,2,986.68
941,76,97,3,469.84
942,7,117,5,1496.5
943,329,9,4,1375.29
944,108,30,4,882.11
945,357,37,1,1450.75
946,543,30,5,1303.35
947,203,100,2,485.16
948,330,17,5,1126.9
949,410,4,3,213.88
950,91,104,5,1029.98
951,539,116,5,741.71
952,122,28,4,35.07
953,485,40,5,418.6
954,396,61,4,1433.52
955,85,64,5,480.59
956,435,119,1,280.37
957,118,49,1,289.42
958,360,2,3,724.03
959,576,51,5,1265.55
960,572,67,4,1139.42
961,523,63,3,660.91
962,297,62,3,321.0
963,336,111,4,78.64
964,181,97,5,699.32
965,553,31,5,1224.02
966,287,43,1,1097.23
967,463,81,3,618.82
968,216,50,2,896.11
969,445,52,4,660.01
970,135,21,3,872.73
971,441,31,5,781.08
972,28,89,3,1024.64
973,63,102,4,766.49
974,212,95,1,1411.51
975,290,37,5,647.76
976,427,17,1,33.72
977,216,20,2,362.2
978,12,48,5,755.9
979,196,63,5,815.45
980,264,108,3,833.05
981,327,108,3,1074.68
982,387,1,1,419.23
983,149,85,5,1000.71
984,367,36,1,1059.01
985,379,24,1,622.81
986,466,67,3,609.23
987,314,5,1,276.6
988,487,41,1,626.84
989,133,67,4,1182.36
990,428,33,4,1364.37
991,28,72,2,894.48
992,62,56,4,456.06
993,519,96,4,1026.61
994,286,22,2,1112.82
995,373,7,4,505.0
996,363,64,3,1241.56
997,417,31,5,119.81
998,148,85,1,26.02
999,107,12,2,193.23
1000,26,70,2,242.45
1001,519,119,2,1319.6
1002,135,12,5,643.22
1003,346,37,4,419.65
1004,273,102,3,649.32
1005,98,65,3,598.31
1006,249,21,5,459.18
1007,50,26,3,215.47
1008,107,92,2,987.31
1009,84,104,1,213.54
1010,495,44,2,1165.38
1011,341,57,4,310.52
1012,556,94,3,1099.74
1013,262,22,3,1210.32
1014,121,25,3,196.74
1015,366,93,5,139.25
1016,558,23,5,1424.86
1017,320,93,1,699.94
1018,11,60,1,949.05
1019,183,119,2,44.66
1020,555,4,5,425.28
1021,312,114,3,763.04
1022,572,28,5,1330.47
1023,306,5,4,414.44
1024,8,87,3,1165.04
1025,524,64,2,996.7
1026,458,101,2,181.75
1027,430,14,1,447.13
1028,583,10,3,364.42
1029,118,69,2,669.37
1030,544,106,2,956.65
1031,140,49,1,655.8
1032,583,96,4,374.36
1033,115,109,5,1046.86
1034,331,105,3,880.86
1035,474,62,3,783.78
1036,47,84,5,836.09
1037,41,64,3,340.63
1038,510,81,4,1023.84
1039,37,69,3,587.38
1040,369,64,3,551.57
1041,563,53,3,233.1
1042,369,79,4,899.29
1043,289,91,4,907.97
1044,251,111,3,517.05
1045,383,74,1,1291.18
1046,344,13,5,1269.73
1047,302,71,5,172.49
1048,93,38,1,1045.61
1049,398,4,2,596.81
1050,444,9,5,1499.58
1051,426,71,2,345.29
1052,46,114,5,427.98
1053,422,61,4,668.74
1054,438,54,5,410.39
1055,111,11,1,1041.07
1056,510,82,3,726.55
1057,315,7,3,339.11
1058,284,101,5,764.5
1059,434,98,2,1334.29
1060,306,119,2,1190.67
1061,327,35,1,753.26
1062,188,20,4,439.85
1063,557,36,5,278.03
1064,582,96,1,1318.79
1065,79,27,2,1068.15
1066,440,107,2,862.52
1067,15,19,5,1320.36
1068,222,6,3,191.32
1069,582,27,2,1026.91
1070,105,91,2,332.9
1071,227,73,3,189.66
1072,132,43,2,703.76
1073,437,79,1,587.22
1074,279,78,5,1412.35
1075,356,67,3,492.73
1076,566,62,2,1224.2
1077,313,13,4,1125.75
1078,441,32,4,1005.21
1079,59,64,1,1381.4
1080,130,17,1,617.81
1081,569,58,1,590.61
1082,516,15,4,249.81
1083,395,95,4,420.89
1084,227,13,4,1320.87
1085,120,12,4,716.83
1086,512,77,3,518.62
1087,472,27,3,332.01
1088,146,43,4,732.59
1089,354,38,2,1077.83
1090,372,26,5,437.17
1091,287,92,5,1139.0
1092,557,84,5,948.38
1093,75,29,5,1183.47
1094,155,83,2,383.86
1095,58,86,1,950.23
1096,416,65,3,239.07
1097,387,70,4,552.06
1098,593,113,4,1089.3
1099,326,55,2,951.19
1100,91,47,2,289.91
1101,271,65,3,1288.93
1102,54,101,5,89.49
1103,403,86,1,896.87
1104,405,10,2,1475.89
1105,515,56,2,801.94
1106,204,89,5,1203.0
1107,187,27,3,896.82
1108,43,119,1,1176.8
1109,250,97,2,986.84
1110,286,102,1,1039.79
1111,453,10,3,349.44
1112,453,70,5,1115.31
1113,85,64,3,364.49
1114,172,76,5,1471.15
1115,307,103,4,349.4
1116,202,43,5,362.66
1117,16,65,2,1289.42
1118,508,82,5,372.05
1119,439,91,2,547.75
1120,313,93,3,1074.81
1121,191,41,4,246.54
1122,506,120,2,247.02
1123,22,2,2,734.67
